"F_Id","F_NodeCode","F_NodeName","F_NodeType","F_NodePropertyJson","F_NodeUp","F_NodeNext","F_Completion","F_Description","F_SortCode","F_CreatorTime","F_TaskId","F_State"
"90f59f89004f4de590c08876cd11172d","ub2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""1"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""hostUnit"",""name"":""主办单位"",""read"":true,""write"":false},{""id"":""title"",""name"":""发文标题"",""read"":true,""write"":false},{""id"":""issuedNum"",""name"":""发文字号"",""read"":true,""write"":false},{""id"":""writingDate"",""name"":""发文日期"",""read"":true,""write"":false},{""id"":""shareNum"",""name"":""份数"",""read"":true,""write"":false},{""id"":""mainDelivery"",""name"":""主抄"",""read"":true,""write"":false},{""id"":""copy"",""name"":""抄送"",""read"":true,""write"":false},{""id"":""fileJson"",""name"":""相关附件"",""read"":true,""write"":false}],""nodeId"":""ub2"",""num"":""0"",""prevId"":""tb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""e8f17348171d419690e4cdf192319502"",""taskNodeId"":""90f59f89004f4de590c08876cd11172d"",""title"":""主管审批"",""type"":""approver""}","0","end","0",,"2","29/9/2020 03:03:51","e8f17348171d419690e4cdf192319502","0"
"913ba150960f4407a8302c79a20e3391","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","29/9/2020 03:15:43","18c5c7963e5540dbb49f92aa7667eff0","0"
"9170b1f564a149d5ba35c79cc57ffd8c","Ob2","主管审批","approver","{""approverPos"":[""473b7a3ece5b402a8968328bc499754e"",""ce977e001cec40c69160268b7f436cc8""],""approvers"":[""1c637b38-7c7e-4733-9069-5a8f4585f6f9"",""43a38a12-a051-4006-be67-9547ee10eabc"",""67e573e0-bb73-49e0-823b-d8297b0da3f8""],""assigneeType"":""6"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""applyUser"",""name"":""申请人"",""read"":true,""write"":false},{""id"":""department"",""name"":""申请部门"",""read"":true,""write"":false},{""id"":""applyDate"",""name"":""申请时间"",""read"":true,""write"":false},{""id"":""contractNum"",""name"":""合同编号"",""read"":true,""write"":false},{""id"":""nonContract"",""name"":""非合同支出"",""read"":true,""write"":false},{""id"":""accountOpeningBank"",""name"":""开户银行"",""read"":true,""write"":false},{""id"":""bankAccount"",""name"":""银行账号"",""read"":true,""write"":false},{""id"":""openAccount"",""name"":""开户姓名"",""read"":true,""write"":false},{""id"":""paymentMethod"",""name"":""支付方式"",""read"":true,""write"":false},{""id"":""description"",""name"":""备注"",""read"":true,""write"":false}],""nodeId"":""Ob2"",""num"":""0"",""prevId"":""Nb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""81e3457104694b669bdb2e084b3e9704"",""taskNodeId"":""9170b1f564a149d5ba35c79cc57ffd8c"",""title"":""主管审批"",""type"":""approver""}","0","end","1",,"2","30/9/2020 06:55:50","81e3457104694b669bdb2e084b3e9704","0"
"918503ab7cb44be7b214645dcab6e1d5","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","30/9/2020 07:32:43","e8185b21c91b4be483cd1d08a6cdd87a","-1"
"92f51f4fa4de4d6da39bdfd86e25c1f9","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","14/10/2020 07:31:45","029813f3105a444b95fde64f9994c431","0"
"93467d50d6d245ee8560b6ab8293738c","gb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""kb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""gb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""733433c007b14b52b06605a66c62a28f"",""taskNodeId"":""93467d50d6d245ee8560b6ab8293738c"",""title"":""开始"",""type"":""start""}",,"kb2","1",,"1","29/9/2020 07:20:01","733433c007b14b52b06605a66c62a28f","0"
"93ee8510d5f0473d973f4942ec051fe7","gb2","授权审批人","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""7"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""applyUser"",""name"":""申请人"",""read"":true,""write"":false},{""id"":""departmental"",""name"":""申请部门"",""read"":true,""write"":false},{""id"":""applyDate"",""name"":""申请时间"",""read"":true,""write"":false},{""id"":""purchaseUnit"",""name"":""采购单位"",""read"":true,""write"":false},{""id"":""deliveryMode"",""name"":""送货方式"",""read"":true,""write"":false},{""id"":""deliveryAddress"",""name"":""送货地址"",""read"":true,""write"":false},{""id"":""paymentMethod"",""name"":""付款方式"",""read"":true,""write"":false},{""id"":""paymentMoney"",""name"":""付款金额"",""read"":true,""write"":false},{""id"":""fileJson"",""name"":""相关附件"",""read"":true,""write"":false},{""id"":""reason"",""name"":""用途原因"",""read"":true,""write"":false},{""id"":""procurementEntry-goodsName"",""name"":""采购原材料-商品名称"",""read"":true,""write"":false},{""id"":""procurementEntry-specifications"",""name"":""采购原材料-规格型号"",""read"":true,""write"":false},{""id"":""procurementEntry-unit"",""name"":""采购原材料-单位"",""read"":true,""write"":false},{""id"":""procurementEntry-qty"",""name"":""采购原材料-数量"",""read"":true,""write"":false},{""id"":""procurementEntry-price"",""name"":""采购原材料-单价"",""read"":true,""write"":false},{""id"":""procurementEntry-amount"",""name"":""采购原材料-金额"",""read"":true,""write"":false},{""id"":""procurementEntry-description"",""name"":""采购原材料-备注"",""read"":true,""write"":false}],""nodeId"":""gb2"",""num"":""0"",""prevId"":""fb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""f6f146199f69431090e37a92aef3c78f"",""taskNodeId"":""93ee8510d5f0473d973f4942ec051fe7"",""title"":""授权审批人"",""type"":""approver""}","0","end","0",,"2","29/9/2020 01:56:41","f6f146199f69431090e37a92aef3c78f","0"
"94166e7f36664dedbfa0465902747530","ZBhqQG","开始","start","{""conditionType"":null,""custom"":{""child"":true,""childNode"":""68hqQG"",""firstId"":"""",""flow"":false,""flowId"":null,""interflow"":false,""interflowId"":null,""interflowNextId"":null,""nodeId"":""ZBhqQG"",""num"":""0"",""prevId"":null,""type"":""start""},""flowList"":null,""properties"":{""approverInterfaceType"":null,""approverInterfaceUrl"":null,""approverPos"":[],""approvers"":[],""assigneeType"":null,""circulatePosition"":[],""circulateUser"":[],""conditions"":null,""day"":0,""description"":null,""endInterfaceType"":""POST"",""endInterfaceUrl"":"""",""flowRecallInterfaceUrl"":null,""formOperates"":null,""hasApproverfunc"":null,""hasEndfunc"":false,""hasFlowRecallFunc"":null,""hasInitfunc"":false,""hasRecallFunc"":null,""hour"":0,""initInterfaceType"":""POST"",""initInterfaceUrl"":"""",""initiatePos"":[],""initiator"":[],""isDefault"":null,""minute"":0,""priority"":null,""progress"":null,""recallInterfaceUrl"":null,""rejectStep"":null,""second"":0,""title"":""发起节点""},""taskId"":""c16067f3eb564a519797fb65b9907bfb"",""taskNodeId"":""94166e7f36664dedbfa0465902747530"",""timer"":{""date"":null,""day"":0,""hour"":0,""minute"":0,""nextId"":null,""nodeId"":null,""second"":0,""time"":false,""title"":""发起节点""},""timerAll"":[]}",,"68hqQG","1",,"1","23/3/2021 09:31:20","c16067f3eb564a519797fb65b9907bfb","0"
"9443a9fe1af14c9cb56ceef27dd89aec","hb2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""2"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""流程等级"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""applyUser"",""name"":""申请人"",""read"":true,""write"":false},{""id"":""departmental"",""name"":""申请部门"",""read"":true,""write"":false},{""id"":""billsNum"",""name"":""票据数"",""read"":true,""write"":false},{""id"":""businessMission"",""name"":""出差任务"",""read"":true,""write"":false},{""id"":""setOutDate"",""name"":""出发日期"",""read"":true,""write"":false},{""id"":""returnDate"",""name"":""回归日期"",""read"":true,""write"":false},{""id"":""destination"",""name"":""目的地"",""read"":true,""write"":false},{""id"":""planeTicket"",""name"":""机票费"",""read"":true,""write"":false},{""id"":""fare"",""name"":""车船费"",""read"":true,""write"":false},{""id"":""getAccommodation"",""name"":""住宿费用"",""read"":true,""write"":false},{""id"":""travelAllowance"",""name"":""出差补助"",""read"":true,""write"":false},{""id"":""other"",""name"":""其他费用"",""read"":true,""write"":false},{""id"":""total"",""name"":""合计"",""read"":true,""write"":false},{""id"":""reimbursementAmount"",""name"":""报销金额"",""read"":true,""write"":false},{""id"":""loanAmount"",""name"":""借款金额"",""read"":true,""write"":false},{""id"":""sumOfMoney"",""name"":""补找金额"",""read"":true,""write"":false},{""id"":""travelerUser"",""name"":""出差人"",""read"":true,""write"":false},{""id"":""reimbursementId "",""name"":""报销编号"",""read"":true,""write"":false},{""id"":""railTransit"",""name"":""轨道交通费"",""read"":true,""write"":false},{""id"":""vehicleMileage"",""name"":""车辆里程"",""read"":true,""write"":false},{""id"":""roadFee"",""name"":""过路费"",""read"":true,""write"":false},{""id"":""parkingRate"",""name"":""停车费"",""read"":true,""write"":false},{""id"":""mealAllowance"",""name"":""餐补费用"",""read"":true,""write"":false},{""id"":""breakdownFee"",""name"":""故障报修费"",""read"":true,""write"":false},{""id"":""applyDate"",""name"":""申请时间"",""read"":true,""write"":false}],""nodeId"":""hb2"",""num"":""0"",""prevId"":""gb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""55bb082b3ee54a3f9c05cb8c1e51abe7"",""taskNodeId"":""9443a9fe1af14c9cb56ceef27dd89aec"",""title"":""主管审批"",""type"":""approver""}","0","end","0",,"2","9/10/2020 02:57:34","55bb082b3ee54a3f9c05cb8c1e51abe7","0"
"94a768216e314ca5b83c20e27cb98195","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"6","14/10/2020 07:10:47","2ded3c617a0d46fd85afd13c1ad249d6","0"
"94d9ea663dcd4f69a2d7cc5e269719b1","Xb2","审批人","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""2"",""child"":true,""childNode"":""eb2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""f_name"",""name"":""项目名称"",""read"":true,""write"":false},{""id"":""f_encode"",""name"":""项目编号"",""read"":true,""write"":false},{""id"":""f_type"",""name"":""项目类型"",""read"":true,""write"":false},{""id"":""f_userid"",""name"":""项目负责人"",""read"":true,""write"":false},{""id"":""f_pay"",""name"":""项目经费"",""read"":true,""write"":false},{""id"":""f_miji"",""name"":""项目密级"",""read"":true,""write"":false},{""id"":""tableField109"",""name"":""项目任务单"",""read"":true,""write"":false}],""nodeId"":""Xb2"",""num"":""0"",""prevId"":""Wb2"",""progress"":"""",""rejectStep"":""0"",""taskId"":""2ded3c617a0d46fd85afd13c1ad249d6"",""taskNodeId"":""94d9ea663dcd4f69a2d7cc5e269719b1"",""title"":""审批人"",""type"":""approver""}","0","cb2","1",,"2","14/10/2020 07:10:47","2ded3c617a0d46fd85afd13c1ad249d6","0"
"94de88a8020d45b186004058c0169e03","9c2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""1"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""customerName"",""name"":""客户名称"",""read"":true,""write"":false},{""id"":""contacts"",""name"":""联系人"",""read"":true,""write"":false},{""id"":""contactPhone"",""name"":""联系电话"",""read"":true,""write"":false},{""id"":""customerAddres"",""name"":""客户地址"",""read"":true,""write"":false},{""id"":""goodsBelonged"",""name"":""货品所属"",""read"":true,""write"":false},{""id"":""invoiceDate"",""name"":""发货日期"",""read"":true,""write"":false},{""id"":""freightCompany"",""name"":""货运公司"",""read"":true,""write"":false},{""id"":""deliveryType"",""name"":""发货类型"",""read"":true,""write"":false},{""id"":""rransportNum"",""name"":""货运单号"",""read"":true,""write"":false},{""id"":""freightCharges"",""name"":""货运费"",""read"":true,""write"":false},{""id"":""cargoInsurance"",""name"":""保险金额"",""read"":true,""write"":false},{""id"":""invoiceValue"",""name"":""发货金额"",""read"":true,""write"":false},{""id"":""description"",""name"":""备注"",""read"":true,""write"":false},{""id"":""deliverEntry-goodsName"",""name"":""发货明细-商品名称"",""read"":true,""write"":false},{""id"":""deliverEntry-specifications"",""name"":""发货明细-规格型号"",""read"":true,""write"":false},{""id"":""deliverEntry-unit"",""name"":""发货明细-单位"",""read"":true,""write"":false},{""id"":""deliverEntry-qty"",""name"":""发货明细-数量"",""read"":true,""write"":false},{""id"":""deliverEntry-price"",""name"":""发货明细-单价"",""read"":true,""write"":false},{""id"":""deliverEntry-amount"",""name"":""发货明细-金额"",""read"":true,""write"":false},{""id"":""deliverEntry-description"",""name"":""发货明细-备注"",""read"":true,""write"":false}],""nodeId"":""9c2"",""num"":""0"",""prevId"":""8c2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""c6f7ea222c774202b5a5a1af7d3957dc"",""taskNodeId"":""94de88a8020d45b186004058c0169e03"",""title"":""主管审批"",""type"":""approver""}","0","end","0",,"2","29/9/2020 03:17:34","c6f7ea222c774202b5a5a1af7d3957dc","0"
"967b646601d64429b7944b4880910022","0c2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""1"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""receiptTitle"",""name"":""收文标题"",""read"":true,""write"":false},{""id"":""department"",""name"":""收文部门"",""read"":true,""write"":false},{""id"":""collector"",""name"":""收文人"",""read"":true,""write"":false},{""id"":""receiptDate"",""name"":""收文日期"",""read"":true,""write"":false},{""id"":""fileJson"",""name"":""相关附件"",""read"":true,""write"":false},{""id"":""receiptPaper"",""name"":""收文简述"",""read"":true,""write"":false}],""nodeId"":""0c2"",""num"":""0"",""prevId"":""zb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""59c38c97a1d64bd68284e47a66e99bf0"",""taskNodeId"":""967b646601d64429b7944b4880910022"",""title"":""主管审批"",""type"":""approver""}","0","end","0",,"2","29/9/2020 03:03:13","59c38c97a1d64bd68284e47a66e99bf0","0"
"98d0c38bbf584557949849ce5884ad24","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","10/10/2020 08:08:36","679a4ebe643f4c4db4cc4845f292a2c0","0"
"990f045b53ab479181423665cd480a66","db2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""3"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""fullName"",""name"":""员工姓名"",""read"":false,""write"":false},{""id"":""department"",""name"":""所在部门"",""read"":false,""write"":false},{""id"":""position"",""name"":""所在职务"",""read"":false,""write"":false},{""id"":""applyDate"",""name"":""申请日期"",""read"":false,""write"":false},{""id"":""witness"",""name"":""证明人"",""read"":true,""write"":false},{""id"":""supplementNum"",""name"":""补卡人数"",""read"":true,""write"":false},{""id"":""supplementDate"",""name"":""补卡时间"",""read"":true,""write"":false},{""id"":""description"",""name"":""备注"",""read"":true,""write"":false}],""nodeId"":""db2"",""num"":""0"",""prevId"":""cb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""c0daa6d711c34bb286e0f742a5160e87"",""taskNodeId"":""990f045b53ab479181423665cd480a66"",""title"":""主管审批"",""type"":""approver""}","0","end","1",,"2","18/9/2020 09:06:34","c0daa6d711c34bb286e0f742a5160e87","0"
"9a0ac2f3767146d4aa56fe3bf3e30580","db2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""3"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":true},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""fullName"",""name"":""员工姓名"",""read"":true,""write"":true},{""id"":""department"",""name"":""所在部门"",""read"":true,""write"":false},{""id"":""position"",""name"":""所在职务"",""read"":true,""write"":false},{""id"":""applyDate"",""name"":""申请日期"",""read"":true,""write"":false},{""id"":""witness"",""name"":""证明人"",""read"":true,""write"":false},{""id"":""supplementNum"",""name"":""补卡人数"",""read"":true,""write"":false},{""id"":""supplementDate"",""name"":""补卡时间"",""read"":true,""write"":false},{""id"":""description"",""name"":""备注"",""read"":true,""write"":false}],""nodeId"":""db2"",""num"":""0"",""prevId"":""cb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""b81394a5b7584033b568e7b46529cd56"",""taskNodeId"":""9a0ac2f3767146d4aa56fe3bf3e30580"",""title"":""主管审批"",""type"":""approver""}","0","end","-1",,"2","29/9/2020 01:55:58","b81394a5b7584033b568e7b46529cd56","-1"
"9bf919b53443484c94d219fc8b083d3a","1c2","主管审批","approver","{""approverPos"":[],""approvers"":[],""assigneeType"":""1"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""drawPeople"",""name"":""发件人"",""read"":true,""write"":false},{""id"":""issuingDepartment"",""name"":""发件部门"",""read"":true,""write"":false},{""id"":""toDate"",""name"":""发件日期"",""read"":true,""write"":false},{""id"":""serviceDepartment"",""name"":""收件部门"",""read"":true,""write"":false},{""id"":""recipients"",""name"":""收件人"",""read"":true,""write"":false},{""id"":""collectionDate"",""name"":""收件日期"",""read"":true,""write"":false},{""id"":""coordination"",""name"":""协调事项"",""read"":true,""write"":false},{""id"":""fileJson"",""name"":""相关附件"",""read"":true,""write"":false}],""nodeId"":""1c2"",""num"":""0"",""prevId"":""0c2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""13f1d204de62486cada87bdc52c66368"",""taskNodeId"":""9bf919b53443484c94d219fc8b083d3a"",""title"":""主管审批"",""type"":""approver""}","0","end","0",,"2","29/9/2020 03:02:02","13f1d204de62486cada87bdc52c66368","0"
"9ca5162970fc4faca811a6cfcb21cb95","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","14/10/2020 07:30:53","029813f3105a444b95fde64f9994c431","-1"
"9e17ce488e9347ef9588a8712ae0139d","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"3","14/10/2020 06:56:06","a2f3562c9de7400fb951243781656ed2","0"
"9eaa4dd7642645528ac590e7255db587","Zb2","审批人","approver","{""approverPos"":[],""approvers"":[""1c637b38-7c7e-4733-9069-5a8f4585f6f9"",""43a38a12-a051-4006-be67-9547ee10eabc"",""67e573e0-bb73-49e0-823b-d8297b0da3f8"",""ea3b9f9e61584acf95d4142ad16f7883""],""assigneeType"":""6"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""comInputField101"",""name"":""单行输入框"",""read"":true,""write"":false},{""id"":""numInputField103"",""name"":""数字文本"",""read"":true,""write"":false},{""id"":""textareaField102"",""name"":""多行输入框"",""read"":true,""write"":false},{""id"":""checkboxField104"",""name"":""多选框"",""read"":true,""write"":false},{""id"":""timeField105"",""name"":""时间选择"",""read"":true,""write"":false}],""nodeId"":""Zb2"",""num"":""0"",""prevId"":""Ub2"",""progress"":"""",""rejectStep"":""0"",""taskId"":""ab67329172da42fc8e4e1ddacad00ceb"",""taskNodeId"":""9eaa4dd7642645528ac590e7255db587"",""title"":""审批人"",""type"":""approver""}","0","end","-1",,"3","27/9/2020 02:26:49","ab67329172da42fc8e4e1ddacad00ceb","-1"
"9f4b3484c50044de966ed17758cca2d6","Ob2","主管审批","approver","{""approverPos"":[""ce977e001cec40c69160268b7f436cc8""],""approvers"":[""1c637b38-7c7e-4733-9069-5a8f4585f6f9"",""43a38a12-a051-4006-be67-9547ee10eabc"",""67e573e0-bb73-49e0-823b-d8297b0da3f8""],""assigneeType"":""6"",""child"":false,""childNode"":"""",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[{""id"":""id"",""name"":""主键"",""read"":true,""write"":false},{""id"":""flowId"",""name"":""流程主键"",""read"":true,""write"":false},{""id"":""flowTitle"",""name"":""流程标题"",""read"":true,""write"":false},{""id"":""flowUrgent"",""name"":""紧急程度"",""read"":true,""write"":false},{""id"":""billNo"",""name"":""流程单据"",""read"":true,""write"":false},{""id"":""applyUser"",""name"":""申请人"",""read"":true,""write"":false},{""id"":""department"",""name"":""申请部门"",""read"":true,""write"":false},{""id"":""applyDate"",""name"":""申请时间"",""read"":true,""write"":false},{""id"":""contractNum"",""name"":""合同编号"",""read"":true,""write"":false},{""id"":""nonContract"",""name"":""非合同支出"",""read"":true,""write"":false},{""id"":""accountOpeningBank"",""name"":""开户银行"",""read"":true,""write"":false},{""id"":""bankAccount"",""name"":""银行账号"",""read"":true,""write"":false},{""id"":""openAccount"",""name"":""开户姓名"",""read"":true,""write"":false},{""id"":""paymentMethod"",""name"":""支付方式"",""read"":true,""write"":false},{""id"":""description"",""name"":""备注"",""read"":true,""write"":false}],""nodeId"":""Ob2"",""num"":""0"",""prevId"":""Nb2"",""progress"":""50"",""rejectStep"":""0"",""taskId"":""e8185b21c91b4be483cd1d08a6cdd87a"",""taskNodeId"":""9f4b3484c50044de966ed17758cca2d6"",""title"":""主管审批"",""type"":""approver""}","0","end","-1",,"2","30/9/2020 07:32:43","e8185b21c91b4be483cd1d08a6cdd87a","-1"
"a124bd09019849949029cb4ceefa8b94","end","结束","endround","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":null,""childNode"":null,""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":null,""formOperates"":[],""nodeId"":null,""num"":null,""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":null,""taskNodeId"":null,""title"":null,""type"":null}",,,"0",,"6","14/10/2020 06:53:59","f1179eb113874a7aa8b2936720123883","0"
"a1fc9a2bf6524cc99699ab27255f7d39","Zb2","开始","start","{""approverPos"":[],""approvers"":[],""assigneeType"":null,""child"":true,""childNode"":""ab2"",""circulatePosition"":[],""circulateUser"":[],""description"":null,""firstId"":"""",""formOperates"":[],""nodeId"":""Zb2"",""num"":""1"",""prevId"":null,""progress"":null,""rejectStep"":null,""taskId"":""18c5c7963e5540dbb49f92aa7667eff0"",""taskNodeId"":""a1fc9a2bf6524cc99699ab27255f7d39"",""title"":""开始"",""type"":""start""}",,"ab2","1",,"1","29/9/2020 03:15:43","18c5c7963e5540dbb49f92aa7667eff0","0"
